Gene1	Gene2	Annotation	Direction	Score
GALNT12	MUC4	catalyze	->	1.00
GALNT12	MUC5AC	catalyze	->	1.00
GALNT12	MUC5B	catalyze	->	1.00
GALNT12	MUC6	catalyze	->	1.00
GALNT12	MUC7	catalyze	->	1.00
GALNT12	MUCL1	catalyze	->	1.00
GALNT13	GALNT15	predicted	-	0.90
GALNT13	GALNT3	predicted	-	0.90
GALNT13	GALNT8	predicted	-	0.90
GALNT13	MUC1	catalyze	->	1.00
GALNT13	MUC12	catalyze	->	1.00
GALNT13	MUC13	catalyze	->	1.00
GALNT13	MUC15	catalyze	->	1.00
GALNT13	MUC16	catalyze	->	1.00
GALNT13	MUC17	catalyze	->	1.00
GALNT13	MUC19	catalyze	->	1.00
GALNT13	MUC2	catalyze	->	1.00
GALNT13	MUC20	catalyze	->	1.00
GALNT13	MUC21	catalyze	->	1.00
GALNT13	MUC3A	catalyze	->	1.00
GALNT13	MUC3B	catalyze	->	1.00
GALNT13	MUC4	catalyze	->	1.00
GALNT13	MUC5AC	catalyze	->	1.00
GALNT13	MUC5B	catalyze	->	1.00
GALNT13	MUC6	catalyze	->	1.00
GALNT13	MUC7	catalyze	->	1.00
GALNT13	MUCL1	catalyze	->	1.00
GALNT14	GALNT7	predicted	-	0.93
GALNT14	MUC1	catalyze	->	1.00
GALNT14	MUC12	catalyze	->	1.00
GALNT14	MUC13	catalyze	->	1.00
GALNT14	MUC15	catalyze	->	1.00
GALNT14	MUC16	catalyze	->	1.00
GALNT14	MUC17	catalyze	->	1.00
GALNT14	MUC19	catalyze	->	1.00
GALNT14	MUC2	catalyze	->	1.00
GALNT14	MUC20	catalyze	->	1.00
GALNT14	MUC21	catalyze	->	1.00
GALNT14	MUC3A	catalyze	->	1.00
GALNT14	MUC3B	catalyze	->	1.00
GALNT14	MUC4	catalyze	->	1.00
GALNT14	MUC5AC	catalyze	->	1.00
GALNT14	MUC5B	catalyze	->	1.00
GALNT14	MUC6	catalyze	->	1.00
GALNT14	MUC7	catalyze	->	1.00
GALNT14	MUCL1	catalyze	->	1.00
GALNT15	GALNT8	predicted	-	0.90
GALNT15	MUC1	catalyze	->	1.00
GALNT15	MUC12	catalyze	->	1.00
GALNT15	MUC13	catalyze	->	1.00
GALNT15	MUC15	catalyze	->	1.00
GALNT15	MUC16	catalyze	->	1.00
GALNT15	MUC17	catalyze	->	1.00
GALNT15	MUC19	catalyze	->	1.00
GALNT15	MUC2	catalyze	->	1.00
GALNT15	MUC20	catalyze	->	1.00
GALNT15	MUC21	catalyze	->	1.00
GALNT15	MUC3A	catalyze	->	1.00
GALNT15	MUC3B	catalyze	->	1.00
GALNT15	MUC4	catalyze	->	1.00
GALNT15	MUC5AC	catalyze	->	1.00
GALNT15	MUC5B	catalyze	->	1.00
GALNT15	MUC6	catalyze	->	1.00
GALNT15	MUC7	catalyze	->	1.00
GALNT15	MUCL1	catalyze	->	1.00
GALNT2	MUC1	catalyze	->	1.00
GALNT2	MUC12	catalyze	->	1.00
GALNT2	MUC13	catalyze	->	1.00
GALNT2	MUC15	catalyze	->	1.00
GALNT2	MUC16	catalyze	->	1.00
GALNT2	MUC17	catalyze	->	1.00
GALNT2	MUC19	catalyze	->	1.00
GALNT2	MUC2	catalyze	->	1.00
GALNT2	MUC20	catalyze	->	1.00
GALNT2	MUC21	catalyze	->	1.00
GALNT2	MUC3A	catalyze	->	1.00
GALNT2	MUC3B	catalyze	->	1.00
GALNT2	MUC4	catalyze	->	1.00
GALNT2	MUC5AC	catalyze	->	1.00
GALNT2	MUC5B	catalyze	->	1.00
GALNT2	MUC6	catalyze	->	1.00
GALNT2	MUC7	catalyze	->	1.00
GALNT2	MUCL1	catalyze	->	1.00
GALNT2	PAFAH1B1	input	-	1.00
GALNT2	RAB18	activated by	<-	1.00
GALNT2	RAB3GAP1	activated by	<-	1.00
GALNT2	RAB3GAP2	activated by	<-	1.00
GALNT2	RAB6A	complex; input	-	1.00
GALNT3	GALNT8	predicted	-	0.90
GALNT3	MUC1	catalyze	->	1.00
GALNT3	MUC12	catalyze	->	1.00
GALNT3	MUC13	catalyze	->	1.00
GALNT3	MUC15	catalyze	->	1.00
GALNT3	MUC16	catalyze	->	1.00
GALNT3	MUC17	catalyze	->	1.00
GALNT3	MUC19	catalyze	->	1.00
GALNT3	MUC2	catalyze	->	1.00
GALNT3	MUC20	catalyze	->	1.00
GALNT3	MUC21	catalyze	->	1.00
GALNT3	MUC3A	catalyze	->	1.00
GALNT3	MUC3B	catalyze	->	1.00
GALNT3	MUC4	catalyze	->	1.00
GALNT3	MUC5AC	catalyze	->	1.00
GALNT3	MUC5B	catalyze	->	1.00
GALNT3	MUC6	catalyze	->	1.00
GALNT3	MUC7	catalyze	->	1.00
GALNT3	MUCL1	catalyze	->	1.00
GALNT3	TFAP2A	expression regulated by	<-	1.00
GALNT4	MUC1	catalyze	->	1.00
GALNT4	MUC12	catalyze	->	1.00
GALNT4	MUC13	catalyze	->	1.00
GALNT4	MUC15	catalyze	->	1.00
GALNT4	MUC16	catalyze	->	1.00
GALNT4	MUC17	catalyze	->	1.00
GALNT4	MUC19	catalyze	->	1.00
GALNT4	MUC2	catalyze	->	1.00
GALNT4	MUC20	catalyze	->	1.00
GALNT4	MUC21	catalyze	->	1.00
GALNT4	MUC3A	catalyze	->	1.00
GALNT4	MUC3B	catalyze	->	1.00
GALNT4	MUC4	catalyze	->	1.00
GALNT4	MUC5AC	catalyze	->	1.00
GALNT4	MUC5B	catalyze	->	1.00
GALNT4	MUC6	catalyze	->	1.00
GALNT4	MUC7	catalyze	->	1.00
GALNT4	MUCL1	catalyze	->	1.00
GALNT5	MUC1	catalyze	->	1.00
GALNT5	MUC12	catalyze	->	1.00
GALNT5	MUC13	catalyze	->	1.00
GALNT5	MUC15	catalyze	->	1.00
GALNT5	MUC16	catalyze	->	1.00
GALNT5	MUC17	catalyze	->	1.00
GALNT5	MUC19	catalyze	->	1.00
GALNT5	MUC2	catalyze	->	1.00
GALNT5	MUC20	catalyze	->	1.00
GALNT5	MUC21	catalyze	->	1.00
GALNT5	MUC3A	catalyze	->	1.00
GALNT5	MUC3B	catalyze	->	1.00
GALNT5	MUC4	catalyze	->	1.00
GALNT5	MUC5AC	catalyze	->	1.00
GALNT5	MUC5B	catalyze	->	1.00
GALNT5	MUC6	catalyze	->	1.00
GALNT5	MUC7	catalyze	->	1.00
GALNT5	MUCL1	catalyze	->	1.00
GALNT6	MUC1	catalyze	->	1.00
GALNT6	MUC12	catalyze	->	1.00
GALNT6	MUC13	catalyze	->	1.00
GALNT6	MUC15	catalyze	->	1.00
GALNT6	MUC16	catalyze	->	1.00
GALNT6	MUC17	catalyze	->	1.00
GALNT6	MUC19	catalyze	->	1.00
GALNT6	MUC2	catalyze	->	1.00
GALNT6	MUC20	catalyze	->	1.00
GALNT6	MUC21	catalyze	->	1.00
GALNT6	MUC3A	catalyze	->	1.00
GALNT6	MUC3B	catalyze	->	1.00
GALNT6	MUC4	catalyze	->	1.00
GALNT6	MUC5AC	catalyze	->	1.00
GALNT6	MUC5B	catalyze	->	1.00
GALNT6	MUC6	catalyze	->	1.00
GALNT6	MUC7	catalyze	->	1.00
GALNT6	MUCL1	catalyze	->	1.00
GALNT7	MUC1	catalyze	->	1.00
GALNT7	MUC12	catalyze	->	1.00
GALNT7	MUC13	catalyze	->	1.00
GALNT7	MUC15	catalyze	->	1.00
GALNT7	MUC16	catalyze	->	1.00
GALNT7	MUC17	catalyze	->	1.00
GALNT7	MUC19	catalyze	->	1.00
GALNT7	MUC2	catalyze	->	1.00
GALNT7	MUC20	catalyze	->	1.00
GALNT7	MUC21	catalyze	->	1.00
GALNT7	MUC3A	catalyze	->	1.00
GALNT7	MUC3B	catalyze	->	1.00
GALNT7	MUC4	catalyze	->	1.00
GALNT7	MUC5AC	catalyze	->	1.00
GALNT7	MUC5B	catalyze	->	1.00
GALNT7	MUC6	catalyze	->	1.00
GALNT7	MUC7	catalyze	->	1.00
GALNT7	MUCL1	catalyze	->	1.00
GALNT8	MUC1	catalyze	->	1.00
GALNT8	MUC12	catalyze	->	1.00
GALNT8	MUC13	catalyze	->	1.00
GALNT8	MUC15	catalyze	->	1.00
GALNT8	MUC16	catalyze	->	1.00
GALNT8	MUC17	catalyze	->	1.00
GALNT8	MUC19	catalyze	->	1.00
GALNT8	MUC2	catalyze	->	1.00
GALNT8	MUC20	catalyze	->	1.00
GALNT8	MUC21	catalyze	->	1.00
GALNT8	MUC3A	catalyze	->	1.00
GALNT8	MUC3B	catalyze	->	1.00
GALNT8	MUC4	catalyze	->	1.00
GALNT8	MUC5AC	catalyze	->	1.00
GALNT8	MUC5B	catalyze	->	1.00
GALNT8	MUC6	catalyze	->	1.00
GALNT8	MUC7	catalyze	->	1.00
GALNT8	MUCL1	catalyze	->	1.00
GALNT9	MUC1	catalyze	->	1.00
GALNT9	MUC12	catalyze	->	1.00
GALNT9	MUC13	catalyze	->	1.00
GALNT9	MUC15	catalyze	->	1.00
GALNT9	MUC16	catalyze	->	1.00
GALNT9	MUC17	catalyze	->	1.00
GALNT9	MUC19	catalyze	->	1.00
GALNT9	MUC2	catalyze	->	1.00
GALNT9	MUC20	catalyze	->	1.00
GALNT9	MUC21	catalyze	->	1.00
GALNT9	MUC3A	catalyze	->	1.00
GALNT9	MUC3B	catalyze	->	1.00
GALNT9	MUC4	catalyze	->	1.00
GALNT9	MUC5AC	catalyze	->	1.00
GALNT9	MUC5B	catalyze	->	1.00
GALNT9	MUC6	catalyze	->	1.00
GALNT9	MUC7	catalyze	->	1.00
GALNT9	MUCL1	catalyze	->	1.00
GALR1	GALR2	predicted	-	0.94
GALR1	GALR3	predicted	-	0.94
GALR1	GNAI1	complex; input	-	1.00
GALR1	GNAI2	complex; input	-	1.00
GALR1	GNAI3	complex; input	-	1.00
GALR1	GNAT3	complex; input	-	1.00
GALR1	GNB1	complex; input	-	1.00
GALR1	GNG2	complex; input	-	1.00
GALR1	GPSM1	inhibited by	|-	1.00
GALR1	GPSM3	inhibited by	|-	1.00
GALR1	MYC	expression regulated by	<-	1.00
GALR2	GALR3	predicted	-	0.95
GALR2	GNAI1	complex; input	-	1.00
GALR2	GNAI2	complex; input	-	1.00
GALR2	GNAI3	complex; input	-	1.00
GALR2	GNAT3	complex; input	-	1.00
GALR2	GNB1	complex; input	-	1.00
GALR2	GNG2	complex; input	-	1.00
GALR2	GPSM1	inhibited by	|-	1.00
GALR2	GPSM3	inhibited by	|-	1.00
GALR3	GNAI1	complex; input	-	1.00
GALR3	GNAI2	complex; input	-	1.00
GALR3	GNAI3	complex; input	-	1.00
GALR3	GNAT3	complex; input	-	1.00
GALR3	GNB1	complex; input	-	1.00
GALR3	GNG2	complex; input	-	1.00
GALR3	GPSM1	inhibited by	|-	1.00
GALR3	GPSM3	inhibited by	|-	1.00
GAMT	TP53	expression regulated by	<-	1.00
GAN	GPS1	catalyzed by	<-	1.00
GAN	KLHL7	predicted	-	0.90
GAN	MAP1B	predicted	-	0.90
GAN	NEDD8	complex; input	-	1.00
GAN	RBX1	complex	-	1.00
GAN	RNF213	predicted	-	0.91
GAN	UBA1	predicted	-	0.95
GAN	UBE2M	complex; input	-	1.00
GANAB	MLEC	catalyze	->	1.00
GANAB	MOGS	reaction	-	1.00
GANAB	PDIA3	catalyze	->	1.00
GANAB	PRKCSH	complex; reaction	-	1.00
GAP43	LYPLA2	catalyzed by	<-	1.00
GAPDH	GAPDHS	predicted	-	0.96
GAPDH	HCFC1	predicted	-	0.90
GAPDH	HIF1A	GErel: expression by; expression regulated by	<-	1.00
GAPDH	HSP90AA1	predicted	-	0.95
GAPDH	HSP90AB1	predicted	-	0.94
GAPDH	HSPA1A	predicted	-	0.93
GAPDH	HSPA8	predicted	-	0.91
GAPDH	HSPD1	predicted	-	0.94
GAPDH	HTT	complex; input	-	1.00
GAPDH	ILF3	predicted	-	0.95
GAPDH	MAX	expression regulated by	<-	1.00
GAPDH	NCL	predicted	-	0.95
GAPDH	PDCD10	predicted	-	0.90
GAPDH	PFKL	predicted	-	0.90
GAPDH	PGAM1	predicted	-	0.94
GAPDH	PGK1	predicted	-	0.96
GAPDH	PIK3R1	predicted	-	0.89
GAPDH	PKM	predicted	-	0.96
GAPDH	PPIB	predicted	-	0.92
GAPDH	RIPK1	PPrel: activation	->	1.00
GAPDH	RPLP0	predicted	-	0.91
GAPDH	RPS3	predicted	-	0.97
GAPDH	RPS3A	predicted	-	0.91
GAPDH	S100A9	predicted	-	0.90
GAPDH	SIAH1	predicted	-	0.91
GAPDH	SOD1	predicted	-	0.94
GAPDH	SYNCRIP	predicted	-	0.95
GAPDH	TPI1	predicted	-	0.94
GAPDH	TRADD	PPrel: activation	->	1.00
GAPDH	TRAF2	PPrel: activation	->	1.00
GAPDH	TRIM25	predicted	-	0.90
GAPDH	TUBA1A	predicted	-	0.91
GAPDH	TUBA1C	predicted	-	0.97
GAPDH	TUBB	predicted	-	0.94
GAPDH	UBQLN1	predicted	-	0.90
GAPDH	YBX1	predicted	-	0.95
GAPVD1	GDI1	catalyze	->	1.00
GAPVD1	GDI2	catalyze	->	1.00
GAPVD1	GRB2	complex; input	-	1.00
GAPVD1	HBEGF	complex; input	-	1.00
GAPVD1	HGS	complex; input	-	1.00
GAPVD1	HIP1	complex; input	-	1.00
GAPVD1	HIP1R	complex; input	-	1.00
GAPVD1	IGF2R	complex; input	-	1.00
GAPVD1	IL7R	complex; input	-	1.00
GAPVD1	IQGAP1	predicted	-	0.90
GAPVD1	ITSN1	complex; input	-	1.00
GAPVD1	KIAA0319	complex; input	-	1.00
GAPVD1	LDLR	complex; input	-	1.00
GAPVD1	LDLRAP1	complex; input	-	1.00
GAPVD1	LRP2	complex; input	-	1.00
GAPVD1	M6PR	complex; input	-	1.00
GAPVD1	NECAP1	complex; input	-	1.00
GAPVD1	OCRL	complex; input	-	1.00
GAPVD1	PACSIN2	complex; input	-	1.00
GAPVD1	PICALM	complex; input	-	1.00
GAPVD1	RAB31	catalyze	->	1.00
GAPVD1	RAB5A	catalyze; complex	->	1.00
GAPVD1	RAB5B	predicted	-	0.91
GAPVD1	REPS1	complex; input	-	1.00
GAPVD1	REPS2	complex; input	-	1.00
GAPVD1	RIN3	predicted	-	0.94
GAPVD1	RPS27A	complex; input	-	1.00
GAPVD1	SCARB2	complex; input	-	1.00
GAPVD1	SGIP1	complex; input	-	1.00
GAPVD1	SH3GL2	complex; input	-	1.00
GAPVD1	SH3KBP1	complex; input	-	1.00
GAPVD1	SLC18A3	complex; input	-	1.00
GAPVD1	SLC2A8	complex; input	-	1.00
GAPVD1	SNX9	complex; input	-	1.00
GAPVD1	STAM	complex; input	-	1.00
GAPVD1	STAM2	complex; input	-	1.00
GAPVD1	STON2	complex; input	-	1.00
GAPVD1	SYNJ1	complex; input	-	1.00
GAPVD1	SYNJ2	complex; input	-	1.00
GAPVD1	SYT1	complex; input	-	1.00
GAPVD1	SYT2	complex; input	-	1.00
GAPVD1	SYT9	complex; input	-	1.00
GAPVD1	TF	complex; input	-	1.00
GAPVD1	TFRC	complex; input	-	1.00
GAPVD1	TGFA	complex; input	-	1.00
GAPVD1	TGOLN2	complex; input	-	1.00
GAPVD1	TRIP10	complex; input	-	1.00
GAPVD1	UBA52	complex; input	-	1.00
GAPVD1	UBB	complex; input	-	1.00
GAPVD1	UBC	complex; input	-	1.00
GAPVD1	VAMP2	complex; input	-	1.00
GAPVD1	VAMP3	complex; input	-	1.00
GAPVD1	VAMP4	complex; input	-	1.00
GAPVD1	VAMP7	complex; input	-	1.00
GAPVD1	VAMP8	complex; input	-	1.00
GAPVD1	WASL	complex; input	-	1.00
GAPVD1	WNT5A	complex; input	-	1.00
GAR1	KRR1	predicted	-	0.90
GAR1	NAF1	predicted	-	0.94
GAR1	NHP2	complex; input	-	1.00
GAR1	NOP10	complex; input	-	1.00
GAR1	PIF1	catalyzed by	<-	1.00
GAR1	POT1	complex; input	-	1.00
GAR1	PPP6C	activated by	<-	1.00
GAR1	PPP6R3	activated by	<-	1.00
GAR1	RTEL1	complex; input	-	1.00
GAR1	RUVBL1	activated by	<-	1.00
GAR1	RUVBL2	activated by	<-	1.00
GAR1	TERF1	complex; input	-	1.00
GAR1	TERF2	complex; input	-	1.00
GAR1	TERF2IP	complex; input	-	1.00
GAR1	TERT	complex; input	-	1.00
GAR1	TINF2	complex; input	-	1.00
GAR1	WRAP53	complex; input	-	1.00
GARNL3	GNG10	catalyzed by	<-	1.00
GARNL3	GNG12	catalyzed by	<-	1.00
GARNL3	GNG13	catalyzed by	<-	1.00
GARNL3	GNG2	catalyzed by	<-	1.00
GARNL3	GNG3	catalyzed by	<-	1.00
GARNL3	GNG4	catalyzed by	<-	1.00
GARNL3	GNG5	catalyzed by	<-	1.00
GARNL3	GNG7	catalyzed by	<-	1.00
GARNL3	GNG8	catalyzed by	<-	1.00
GARNL3	GNGT1	catalyzed by	<-	1.00
GARNL3	GNGT2	catalyzed by	<-	1.00
GARNL3	RAP1A	catalyze	->	1.00
GARNL3	RAP1B	catalyze	->	1.00
GARNL3	SIPA1L2	predicted	-	0.93
GARNL3	SIPA1L3	predicted	-	0.94
GARRE1	RAC1	complex; input	-	1.00
GARRE1	RAC2	complex; input	-	1.00
GARS1	HARS2	predicted	-	0.90
GARS1	KARS1	predicted	-	0.95
GARS1	MARS1	predicted	-	0.93
GARS1	TARS1	predicted	-	0.94
GARS1	TARS3	predicted	-	0.90
GART	GMPS	predicted	-	0.93
GART	MTHFD1	predicted	-	0.91
GART	PAICS	predicted	-	0.96
GART	PFAS	predicted	-	0.98
GART	PPAT	predicted	-	0.90
GAS1	GAS8	reaction	-	1.00
GAS1	IHH	PPrel: activated by	<-	1.00
GAS1	KIF3A	reaction	-	1.00
GAS1	PTCH1	PPrel: binding/association; complex; input; reaction	-	1.00
GAS1	PTCH2	PPrel: binding/association	-	1.00
GAS1	SHH	PPrel: activated by; complex; input; reaction	<-	1.00
GAS1	SMO	reaction	-	1.00
GAS2	RAD21	expression regulated by	<-	1.00
GAS2L1	MAPRE3	predicted	-	0.92
GAS2L2	GAS2L3	predicted	-	0.91
GAS6	GGCX	catalyzed by	<-	1.00
GAS6	MERTK	complex; input	-	1.00
GAS7	PACSIN1	predicted	-	0.91
GAS7	WAS	predicted	-	0.92
GAS8	KIF3A	reaction	-	1.00
GAS8	PTCH1	reaction	-	1.00
GAS8	SHH	reaction	-	1.00
GAS8	SMO	reaction	-	1.00
GAST	GNA11	complex; input	-	1.00
GAST	GNA14	complex; input	-	1.00
GAST	GNA15	complex; input	-	1.00
GAST	GNAQ	complex; input	-	1.00
GAST	GNB1	complex; input	-	1.00
GAST	GNG2	complex; input	-	1.00
GAST	GPR152	predicted	-	0.91
GAST	GRP	predicted	-	0.91
GAST	SP1	expression regulated by	<-	1.00
GATA-4	MAP3K7	activated by	<-	1.00
GATA-4	MEF2C	complex; input	-	1.00
GATA-4	NFATC1	complex; input	-	1.00
GATA-4	NKX2-5	complex; reaction	-	1.00
GATA-4	SMAD1	activated by	<-	1.00
GATA-4	SMAD4	reaction	-	1.00
GATA-4	SMAD5	activated by	<-	1.00
GATA-4	SMAD6	activated by	<-	1.00
GATA-4	TGFBR2	activated by	<-	1.00
GATA1	GATA2	expression regulated by	<-	1.00
GATA1	GATA6	predicted	-	0.92
GATA1	GATAD2A	complex; input	-	1.00
GATA1	GATAD2B	complex; input	-	1.00
GATA1	H1-5	expression regulates	->	1.00
GATA1	H2AC4	expression regulates	->	1.00
GATA1	H3-3A	complex; inhibited by; input	|-	1.00
GATA1	H3C1	complex; inhibited by; input	|-	1.00
GATA1	H3C15	complex; inhibited by; input	|-	1.00
GATA1	H4C1	complex; inhibited by; input	|-	1.00
GATA1	HAMP	expression regulates	->	1.00
GATA1	HBB	expression regulates	->	1.00
GATA1	HCRT	expression regulates	->	1.00
GATA1	HDAC1	activate; complex; inhibited by; input	|->	1.00
GATA1	HDAC2	complex; expression regulated by; input	<-	1.00
GATA1	HDAC3	complex; input	-	1.00
GATA1	HDAC4	complex; input	-	1.00
GATA1	HDAC5	complex; input	-	1.00
GATA1	HES1	complex; input	-	1.00
GATA1	HEY1	complex; expression regulated by; input	<-	1.00
GATA1	HLF	expression regulates	->	1.00
GATA1	HLTF	expression regulates	->	1.00
GATA1	HNF4A	expression regulated by	<-	1.00
GATA1	HNF4G	expression regulated by	<-	1.00
GATA1	HOXA1	predicted	-	0.91
GATA1	HPN	expression regulates	->	1.00
GATA1	HSPB1	predicted	-	0.90
GATA1	IRF2BP2	expression regulates	->	1.00
GATA1	JUNB	expression regulates	->	1.00
GATA1	JUND	expression regulated by	<-	1.00
GATA1	KAT2B	complex; input	-	1.00
GATA1	KDM2B	predicted	-	0.91
GATA1	KLF1	expression regulates	->	1.00
GATA1	KLF3	expression regulates	->	1.00
GATA1	KMT2A	complex; input	-	1.00
GATA1	KMT2B	complex; input	-	1.00
GATA1	KMT2C	complex; input	-	1.00
GATA1	KMT2D	complex; input	-	1.00
GATA1	KMT2E	complex; input	-	1.00
GATA1	LCOR	expression regulates	->	1.00
GATA1	LDB1	complex	-	1.00
GATA1	LMO1	complex	-	1.00
GATA1	LMO2	complex; expression regulates	->	1.00
GATA1	LYL1	expression regulates	->	1.00
GATA1	MAPK3	predicted	-	0.91
GATA1	MBD3	complex; input	-	1.00
GATA1	MED1	predicted	-	0.94
GATA1	MINPP1	expression regulates	->	1.00
GATA1	MNAT1	activated by	<-	1.00
GATA1	MTA2	complex; input	-	1.00
GATA1	MYB	activate; activated by; complex; inhibite; input; reaction	<-	1.00
GATA1	NAA38	expression regulates	->	1.00
GATA1	NCOR2	predicted	-	0.93
GATA1	NFE2	expression regulates	->	1.00
GATA1	NFE2L2	expression regulates	->	1.00
GATA1	NFIA	expression regulates	->	1.00
GATA1	NKRF	predicted	-	0.91
GATA1	NR0B2	expression regulates	->	1.00
GATA1	PCGF1	predicted	-	0.91
GATA1	PITHD1	expression regulates	->	1.00
GATA1	PRKAA1	predicted	-	0.91
GATA1	PRMT1	complex; input	-	1.00
GATA1	PRMT6	activate; inhibited by	|->	1.00
GATA1	PRR5	expression regulates	->	1.00
GATA1	RB1	predicted	-	0.92
GATA1	RBBP4	complex; input	-	1.00
GATA1	RBBP5	complex; input	-	1.00
GATA1	RBBP7	complex; input	-	1.00
GATA1	RBPMS	predicted	-	0.91
GATA1	RHAG	expression regulates	->	1.00
GATA1	RHBDD1	expression regulates	->	1.00
GATA1	RUNX1	complex; inhibited by; input	|-	1.00
GATA1	RXRA	expression regulated by	<-	1.00
GATA1	SATB2	predicted	-	0.91
GATA1	SETD1A	complex; input	-	1.00
GATA1	SIN3A	activate; inhibited by	|->	1.00
GATA1	SLC11A2	expression regulates	->	1.00
GATA1	SLC40A1	expression regulates	->	1.00
GATA1	SLC4A1	expression regulates	->	1.00
GATA1	SMARCA2	predicted	-	0.91
GATA1	SMARCA4	predicted	-	0.95
GATA1	SMARCA5	predicted	-	0.91
GATA1	SMARCC2	predicted	-	0.91
GATA1	SMARCD1	predicted	-	0.95
GATA1	SOX11	predicted	-	0.94
GATA1	SP1	expression regulated by	<-	1.00
GATA1	SP5	expression regulates	->	1.00
GATA1	SPI1	expression regulated by	<-	1.00
GATA1	STAT5A	expression regulates	->	1.00
GATA1	STK11	expression regulates	->	1.00
GATA1	TAL1	complex; expression regulated by	<-	1.00
GATA1	TCF12	complex; expression regulates	->	1.00
GATA1	TCF3	complex	-	1.00
GATA1	TCF7L2	expression regulated by	<-	1.00
GATA1	TENT5C	expression regulates	->	1.00
GATA1	TESC	expression regulates	->	1.00
GATA1	TFR2	expression regulates	->	1.00
GATA1	TFRC	expression regulates	->	1.00
GATA1	TGIF1	expression regulates	->	1.00
GATA1	TOPORS	expression regulates	->	1.00
GATA1	TRIM10	expression regulates	->	1.00
GATA1	TRIM15	expression regulates	->	1.00
GATA1	TRIM5	expression regulates	->	1.00
GATA1	WDR5	complex; input	-	1.00
GATA1	ZFPM1	complex; expression regulates; input; reaction	->	1.00
GATA1	ZFPM2	complex; input	-	1.00
GATA1	ZIC1	predicted	-	0.91
GATA1	ZMYND8	expression regulates	->	1.00
GATA2	GATA3	predicted	-	0.93
GATA2	GATA6	expression regulates	->	1.00
GATA2	GBA2	expression regulates	->	1.00
GATA2	HAMP	expression regulates	->	1.00
GATA2	HDAC1	predicted	-	0.93
GATA2	HDAC3	complex; input	-	1.00
GATA2	HDAC5	complex; input	-	1.00
GATA2	HHEX	expression regulates	->	1.00
GATA2	HIF1A	reaction	-	1.00
GATA2	HIVEP1	expression regulates	->	1.00
GATA2	HLF	expression regulates	->	1.00
GATA2	HNF1A	expression regulates	->	1.00
GATA2	HOXA2	expression regulates	->	1.00
GATA2	HPN	expression regulates	->	1.00
GATA2	HYAL1	expression regulates	->	1.00
GATA2	IL13	expression regulates	->	1.00
GATA2	IL34	expression regulates	->	1.00
GATA2	INSIG2	expression regulates	->	1.00
GATA2	IRF2BP2	expression regulates	->	1.00
GATA2	ITGA2	expression regulates	->	1.00
GATA2	JUN	complex; input; reaction	-	1.00
GATA2	JUP	expression regulates	->	1.00
GATA2	KAT2A	predicted	-	0.91
GATA2	LDB1	complex	-	1.00
GATA2	LEF1	reaction	-	1.00
GATA2	LIMS1	expression regulates	->	1.00
GATA2	LMO1	complex	-	1.00
GATA2	LMO2	complex	-	1.00
GATA2	LPAR1	expression regulates	->	1.00
GATA2	LRRC32	expression regulates	->	1.00
GATA2	LYL1	expression regulates	->	1.00
GATA2	MACC1	expression regulates	->	1.00
GATA2	MAPK1	expression regulates	->	1.00
GATA2	MED15	expression regulates	->	1.00
GATA2	MMD	expression regulates	->	1.00
GATA2	MNAT1	activated by	<-	1.00
GATA2	MYB	complex; input	-	1.00
GATA2	MYC	expression regulates	->	1.00
GATA2	MYCT1	expression regulates	->	1.00
GATA2	NCOR1	predicted	-	0.95
GATA2	NCOR2	predicted	-	0.91
GATA2	NFIB	expression regulates	->	1.00
GATA2	NIPBL	predicted	-	0.91
GATA2	NLE1	expression regulates	->	1.00
GATA2	NOS3	expression regulates	->	1.00
GATA2	NR0B2	expression regulates	->	1.00
GATA2	NR2F2	expression regulates	->	1.00
GATA2	NR3C1	expression regulates	->	1.00
GATA2	NR5A1	expression regulates	->	1.00
GATA2	NTSR1	expression regulates	->	1.00
GATA2	PDGFRA	expression regulates	->	1.00
GATA2	PECAM1	expression regulates	->	1.00
GATA2	PHF19	expression regulates	->	1.00
GATA2	PICALM	expression regulates	->	1.00
GATA2	PIK3CA	expression regulates	->	1.00
GATA2	PKIA	expression regulates	->	1.00
GATA2	PKIG	expression regulates	->	1.00
GATA2	PMF1	expression regulates	->	1.00
GATA2	PPM1F	expression regulates	->	1.00
GATA2	PRKAB1	expression regulates	->	1.00
GATA2	PRMT1	expression regulates	->	1.00
GATA2	QKI	expression regulates	->	1.00
GATA2	RAMP2	expression regulates	->	1.00
GATA2	RBPJ	expression regulates	->	1.00
GATA2	RELN	expression regulates	->	1.00
GATA2	RHOJ	expression regulates	->	1.00
GATA2	RNF2	predicted	-	0.91
GATA2	RUNX1	complex; input	-	1.00
GATA2	S1PR1	expression regulates	->	1.00
GATA2	SALL1	predicted	-	0.93
GATA2	SDCBP	expression regulates	->	1.00
GATA2	SEMA3A	expression regulates	->	1.00
GATA2	SERPINE1	expression regulates	->	1.00
GATA2	SERPINF2	expression regulates	->	1.00
GATA2	SIN3B	expression regulates	->	1.00
GATA2	SLC40A1	expression regulates	->	1.00
GATA2	SMAD7	expression regulates	->	1.00
GATA2	SMARCA2	predicted	-	0.91
GATA2	SMARCA4	predicted	-	0.91
GATA2	SMARCA5	expression regulates	->	1.00
GATA2	SOCS2	expression regulates	->	1.00
